"","cell_line","treatment","time","concentration","cell_count"
"580","D004T01","Trametinib",96,0.008,5303
"581","D004T01","Dabrafenib mit Trametinib",96,1,1963
"582","D004T01","Bexaroten",96,0.0016,10091
"583","D004T01","Gefitinib",96,0.2,8774
"584","D004T01","Everolimus",96,0.2,10258
"585","D004T01","Doxorubicin",96,1,862
"586","D004T01","Cabozantinib",96,0.008,7924
"587","D004T01","MK-1775",96,0.0016,7433
"588","D004T01","Afatinib",96,0.04,7936
"589","D004T01","Crizotinib",96,0.008,10031
"590","D004T01","5-FU",96,0.2,7625
"591","D004T01","Regorafenib",96,0.008,7852
"592","D004T01","Sorafenib",96,1,3495
"593","D004T01","Methotrexate",96,0.04,4585
"594","D004T01","DMSO",96,0,8403
"595","D004T01","Vismodegib",96,1,10246
"596","D004T01","Afatinib",96,1,7062
"597","D004T01","Vismodegib",96,0.2,10426
"598","D004T01","DMSO",96,0,8199
"599","D004T01","Vorinostat",96,0.2,1784
"600","D004T01","Paclitaxel",96,0.2,5782
"601","D004T01","Irinotecan mit 5-FU + Gefitinib",96,0.0016,9109
"602","D004T01","Alisertib",96,0.04,6835
"603","D004T01","Pazopanib",96,0.008,8535
"604","D004T01","Erlotinib",96,1,6212
"605","D004T01","Axitinib",96,0.2,7996
"606","D004T01","Taselisib",96,0.0016,9995
"607","D004T01","Afatinib",96,0.008,8918
"608","D004T01","Volasertib",96,0.0016,6009
"609","D004T01","Axitinib",96,1,7170
"610","D004T01","Mitomycin C",96,0.0016,9253
"611","D004T01","Regorafenib",96,0.04,7050
"612","D004T01","Venetoclax",96,0.0016,8714
"613","D004T01","Miglitol",96,0.008,7781
"614","D004T01","Afatinib",96,0.0016,8116
"615","D004T01","GSK2636771",96,1,10139
"616","D004T01","Dacarbazine",96,0.0016,8786
"617","D004T01","Binimetinib",96,1,1389
"618","D004T01","LGK974",96,0.008,7972
"619","D004T01","Ruxolitinib",96,1,3340
"620","D004T01","Cabozantinib",96,0.2,7733
"621","D004T01","DMSO",96,0,9803
"622","D004T01","Ponatinib",96,0.0016,8571
"623","D004T01","Erlotinib",96,0.04,9349
"624","D004T01","Panobinostat",96,0.0016,9959
"625","D004T01","MK-1775",96,0.04,6356
"626","D004T01","Miglitol",96,0.2,6380
"627","D004T01","Staurosporine_500nM",96,0,970
"628","D004T01","Methotrexate",96,0.008,4381
"629","D004T01","Regorafenib",96,1,2358
"630","D004T01","Everolimus",96,0.008,10462
"631","D004T01","Alisertib",96,1,6320
"632","D004T01","Napabucasin",96,0.008,11886
"633","D004T01","5-FU",96,0.008,7122
"634","D004T01","Dasatinib",96,0.2,10163
"635","D004T01","Irinotecan mit 5-FU + Gefitinib",96,1,108
"636","D004T01","Irinotecan mit 5-FU",96,1,192
"637","D004T01","Doxorubicin",96,0.2,4381
"638","D004T01","DMSO",96,0,8259
"639","D004T01","Crizotinib",96,0.2,9349
"640","D004T01","PRI-724",96,0.0016,5889
"641","D004T01","Bexaroten",96,0.2,9049
"642","D004T01","DMSO",96,0,5207
"643","D004T01","Fludarabine",96,1,6823
"644","D004T01","MK-8776",96,0.0016,8523
"645","D004T01","Irinotecan / SN-38",96,0.2,180
"646","D004T01","Fludarabine",96,0.2,9073
"647","D004T01","Irinotecan mit 5-FU + Gefitinib",96,0.008,8008
"648","D004T01","AZD 5363",96,0.04,8391
"649","D004T01","Bortezomib",96,0.04,12
"650","D004T01","GSK2636771",96,0.0016,8702
"651","D004T01","Panobinostat",96,0.04,7110
"652","D004T01","Oxaliplatin mit 5-FU",96,1,6392
"653","D004T01","Dabrafenib",96,0.008,8894
"654","D004T01","Napabucasin",96,1,12
"655","D004T01","Ponatinib",96,0.008,8499
"656","D004T01","Afatinib",96,0.2,7888
"657","D004T01","DMSO",96,0,8223
"658","D004T01","Axitinib",96,0.0016,9193
"659","D004T01","Lapatinib",96,1,9432
"660","D004T01","Oxaliplatin mit 5-FU + Gefitinib",96,0.0016,4644
"661","D004T01","Paclitaxel",96,0.008,7278
"662","D004T01","Sorafenib",96,0.008,5985
"663","D004T01","DMSO",96,0,7206
"664","D004T01","Mitomycin C",96,1,239
"665","D004T01","Gemcitabine",96,1,1604
"666","D004T01","DMSO",96,0,10234
"667","D004T01","Phenformin",96,0.2,7960
"668","D004T01","VX-702",96,1,6081
"669","D004T01","Staurosporine_500nM",96,0,1113
"670","D004T01","Bleomycin",96,0.2,9037
"671","D004T01","5-FU",96,1,5291
"672","D004T01","MK-8776",96,0.008,8750
"673","D004T01","AZD 5363",96,0.008,6452
"674","D004T01","Trametinib",96,0.0016,5207
"675","D004T01","Irinotecan / SN-38",96,0.008,1149
"676","D004T01","Oxaliplatin mit 5-FU",96,0.2,5662
"677","D004T01","Bleomycin",96,0.04,5770
"678","D004T01","Oxaliplatin",96,1,7948
"679","D004T01","Venetoclax",96,0.04,8104
"680","D004T01","DMSO",96,0,10079
"681","D004T01","Idelalisib",96,0.04,8942
"682","D004T01","Ruxolitinib",96,0.04,7721
"683","D004T01","DMSO",96,0,8738
"684","D004T01","Doxorubicin",96,0.04,7182
"685","D004T01","DMSO",96,0,8152
"686","D004T01","Cabozantinib",96,1,7457
"687","D004T01","Alisertib",96,0.008,5542
"688","D004T01","Alisertib",96,0.2,6200
"689","D004T01","AZD 4547",96,1,742
"690","D004T01","Oxaliplatin mit 5-FU",96,0.04,7673
"691","D004T01","Ruxolitinib",96,0.0016,5973
"692","D004T01","GSK2636771",96,0.04,9552
"693","D004T01","Gemcitabine",96,0.04,1604
"694","D004T01","Sunitinib",96,0.2,8594
"695","D004T01","Phenformin",96,1,3950
"696","D004T01","Trifluoridin/Tipiracil",96,0.008,8882
"697","D004T01","Erlotinib",96,0.008,8176
"698","D004T01","Vinblastin",96,1,1101
"699","D004T01","Volasertib",96,0.008,5793
"700","D004T01","Mitomycin C",96,0.2,3076
"701","D004T01","Bortezomib",96,0.0016,9612
"702","D004T01","Trifluoridin/Tipiracil",96,0.2,11132
"703","D004T01","Phenformin",96,0.04,7804
"704","D004T01","Gemcitabine",96,0.0016,7409
"705","D004T01","Regorafenib",96,0.2,7601
"706","D004T01","Taselisib",96,0.008,10486
"707","D004T01","Bortezomib",96,0.2,0
"708","D004T01","Taselisib",96,1,2957
"709","D004T01","Staurosporine_500nM",96,0,910
"710","D004T01","Trametinib",96,0.2,1400
"711","D004T01","Binimetinib",96,0.008,5291
"712","D004T01","Methotrexate",96,0.0016,8092
"713","D004T01","Dabrafenib mit Trametinib",96,0.04,4178
"714","D004T01","Birinapant",96,0.0016,9636
"715","D004T01","Trifluoridin/Tipiracil",96,1,6607
"716","D004T01","Sonidegib",96,0.0016,9193
"717","D004T01","Olaparib",96,0.04,10055
"718","D004T01","Pazopanib",96,0.04,7445
"719","D004T01","DMSO",96,0,9133
"720","D004T01","AZD 4547",96,0.0016,8307
"721","D004T01","Lapatinib",96,0.008,4836
"722","D004T01","Ponatinib",96,0.2,8511
"723","D004T01","Methotrexate",96,0.2,4166
"724","D004T01","Paclitaxel",96,0.04,5123
"725","D004T01","LGK974",96,0.2,7781
"726","D004T01","Defactinib",96,0.2,9995
"727","D004T01","Idelalisib",96,0.2,11407
"728","D004T01","Staurosporine_500nM",96,0,778
"729","D004T01","Nutlin3a",96,0.0016,8307
"730","D004T01","Bleomycin",96,1,7505
"731","D004T01","Irinotecan mit 5-FU",96,0.0016,6224
"732","D004T01","Oxaliplatin",96,0.2,6631
"733","D004T01","Fludarabine",96,0.0016,9803
"734","D004T01","Oxaliplatin mit 5-FU + Gefitinib",96,0.04,9588
"735","D004T01","AZD 4547",96,0.04,9672
"736","D004T01","Staurosporine_500nM",96,0,1173
"737","D004T01","Staurosporine_500nM",96,0,1520
"738","D004T01","Alpelisib",96,0.008,8283
"739","D004T01","Dabrafenib",96,0.0016,8870
"740","D004T01","Bexaroten",96,1,7290
"741","D004T01","LGK974",96,0.0016,8032
"742","D004T01","Birinapant",96,1,8331
"743","D004T01","Irinotecan mit 5-FU",96,0.008,6715
"744","D004T01","MK-8776",96,0.2,10031
"745","D004T01","Defactinib",96,1,7661
"746","D004T01","Nutlin3a",96,0.008,9420
"747","D004T01","Vinblastin",96,0.04,3926
"748","D004T01","Gefitinib",96,0.008,8750
"749","D004T01","Pazopanib",96,0.2,8966
"750","D004T01","17AAG",96,1,72
"751","D004T01","Fludarabine",96,0.008,9456
"752","D004T01","DMSO",96,0,9396
"753","D004T01","DMSO",96,0,8343
"754","D004T01","DMSO",96,0,8451
"755","D004T01","AZD 4547",96,0.008,9540
"756","D004T01","Trifluoridin/Tipiracil",96,0.0016,10330
"757","D004T01","DMSO",96,0,12102
"758","D004T01","Oxaliplatin mit 5-FU + Gefitinib",96,1,5578
"759","D004T01","Oxaliplatin mit 5-FU + Gefitinib",96,0.008,8858
"760","D004T01","Bexaroten",96,0.04,8008
"761","D004T01","Oxaliplatin",96,0.0016,8187
"762","D004T01","Taselisib",96,0.04,10091
"763","D004T01","Docetaxel",96,0.0016,7936
"764","D004T01","Oxaliplatin mit 5-FU",96,0.0016,9325
"765","D004T01","DMSO",96,0,8415
"766","D004T01","DMSO",96,0,10019
"767","D004T01","DMSO",96,0,10175
"768","D004T01","Everolimus",96,0.04,4848
"769","D007T01","Ponatinib",96,1,12950
"770","D007T01","Lapatinib",96,1,13810
"771","D007T01","Binimetinib",96,0.04,13380
"772","D007T01","GSK2636771",96,0.04,16550
"773","D007T01","17AAG",96,0.0016,14340
"774","D007T01","Afatinib",96,0.2,13220
"775","D007T01","Bortezomib",96,0.008,2830
"776","D007T01","Irinotecan / SN-38",96,0.2,7280
"777","D007T01","DMSO",96,0,14270
"778","D007T01","Irinotecan mit 5-FU",96,0.04,14600
"779","D007T01","Irinotecan mit 5-FU + Gefitinib",96,0.008,16490
"780","D007T01","Dabrafenib mit Trametinib",96,0.04,15000
"781","D007T01","Docetaxel",96,1,14670
"782","D007T01","DMSO",96,0,14680
"783","D007T01","Oxaliplatin mit 5-FU",96,0.008,15160
"784","D007T01","Alpelisib",96,0.04,16600
"785","D007T01","Oxaliplatin mit 5-FU + Gefitinib",96,0.04,13370
"786","D007T01","Irinotecan / SN-38",96,0.04,7700
"787","D007T01","Bleomycin",96,0.0016,20940
"788","D007T01","Erlotinib",96,0.008,12340
"789","D007T01","Bexaroten",96,0.2,19480
"790","D007T01","LGK974",96,0.04,14910
"791","D007T01","Lapatinib",96,0.008,18140
"792","D007T01","Ruxolitinib",96,0.04,17320
"793","D007T01","Erlotinib",96,0.04,12440
"794","D007T01","5-FU",96,0.0016,14960
"795","D007T01","MK-8776",96,0.2,15020
"796","D007T01","17AAG",96,0.008,14440
"797","D007T01","Ponatinib",96,0.04,17170
"798","D007T01","DMSO",96,0,14070
"799","D007T01","Etoposid",96,0.2,15080
"800","D007T01","Afatinib",96,0.0016,14920
"801","D007T01","Trifluoridin/Tipiracil",96,0.008,14360
"802","D007T01","Phenformin",96,0.04,13180
"803","D007T01","MK-1775",96,0.0016,13630
"804","D007T01","Venetoclax",96,1,13570
"805","D007T01","Dabrafenib",96,0.2,11640
"806","D007T01","Doxorubicin",96,0.0016,15140
"807","D007T01","Birinapant",96,0.0016,17280
"808","D007T01","GSK2636771",96,1,21670
"809","D007T01","Phenformin",96,0.008,13930
"810","D007T01","Defactinib",96,0.008,17210
"811","D007T01","Fludarabine",96,1,12020
"812","D007T01","DMSO",96,0,16440
"813","D007T01","17AAG",96,0.04,14720
"814","D007T01","Sonidegib",96,0.008,16560
"815","D007T01","Dasatinib",96,0.2,16190
"816","D007T01","Lapatinib",96,0.0016,14470
"817","D007T01","Sorafenib",96,1,1230
"818","D007T01","Everolimus",96,1,18530
"819","D007T01","5-FU",96,0.008,13460
"820","D007T01","Nutlin3a",96,0.2,13040
"821","D007T01","Sunitinib",96,0.0016,15000
"822","D007T01","Napabucasin",96,0.2,14750
"823","D007T01","Ruxolitinib",96,0.0016,14290
"824","D007T01","Oxaliplatin mit 5-FU + Gefitinib",96,0.2,10170
"825","D007T01","DMSO",96,0,14380
"826","D007T01","Binimetinib",96,0.2,12710
"827","D007T01","Paclitaxel",96,0.008,16100
"828","D007T01","Staurosporine_500nM",96,0,13130
"829","D007T01","Methotrexate",96,0.0016,13030
"830","D007T01","Vorinostat",96,0.008,13280
"831","D007T01","PRI-724",96,0.2,13890
"832","D007T01","MK-1775",96,0.04,12390
"833","D007T01","Methotrexate",96,0.2,19570
"834","D007T01","Pazopanib",96,0.2,15060
"835","D007T01","Sorafenib",96,0.2,11590
"836","D007T01","Volasertib",96,0.2,12970
"837","D007T01","Dacarbazine",96,0.008,19530
"838","D007T01","Dabrafenib mit Trametinib",96,0.2,7760
"839","D007T01","Ruxolitinib",96,1,14280
"840","D007T01","Staurosporine_500nM",96,0,12240
"841","D007T01","Regorafenib",96,0.04,13020
"842","D007T01","Trametinib",96,0.2,12340
"843","D007T01","Trametinib",96,0.008,12510
"844","D007T01","Palbociclib",96,1,12640
"845","D007T01","DMSO",96,0,14850
"846","D007T01","Everolimus",96,0.04,19650
"847","D007T01","YM155",96,0.2,9800
"848","D007T01","Vismodegib",96,0.2,16400
"849","D007T01","Vismodegib",96,0.0016,14970
"850","D007T01","PRI-724",96,0.04,15690
"851","D007T01","Gemcitabine",96,0.04,14670
"852","D007T01","Palbociclib",96,0.04,14910
"853","D007T01","Crizotinib",96,1,16610
"854","D007T01","Paclitaxel",96,0.04,12810
"855","D007T01","Methotrexate",96,1,16040
"856","D007T01","Idelalisib",96,0.04,17430
"857","D007T01","Miglitol",96,1,20980
"858","D007T01","Oxaliplatin",96,0.0016,14490
"859","D007T01","Oxaliplatin",96,1,13680
"860","D007T01","Phenformin",96,0.2,3390
"861","D007T01","Olaparib",96,0.04,14820
"862","D007T01","Cabozantinib",96,1,10960
"863","D007T01","Staurosporine_500nM",96,0,14000
"864","D007T01","Methotrexate",96,0.008,12790
"865","D007T01","Ponatinib",96,0.2,15640
"866","D007T01","Cabozantinib",96,0.2,13860
"867","D007T01","Crizotinib",96,0.04,16520
"868","D007T01","Alisertib",96,1,13360
"869","D007T01","PRI-724",96,1,14040
"870","D007T01","Palbociclib",96,0.2,16850
"871","D007T01","Defactinib",96,1,12350
"872","D007T01","DMSO",96,0,23050
"873","D007T01","Bexaroten",96,1,10990
"874","D007T01","DMSO",96,0,18080
"875","D007T01","Alpelisib",96,0.008,15280
"876","D007T01","DMSO",96,0,16530
"877","D007T01","Defactinib",96,0.04,16880
"878","D007T01","Regorafenib",96,1,12130
"879","D007T01","Irinotecan / SN-38",96,0.0016,18680
"880","D007T01","Sunitinib",96,0.008,15880
"881","D007T01","Trifluoridin/Tipiracil",96,0.04,13510
"882","D007T01","Dacarbazine",96,0.2,14290
"883","D007T01","Staurosporine_500nM",96,0,12550
"884","D007T01","DMSO",96,0,15820
"885","D007T01","Dasatinib",96,0.008,16920
"886","D007T01","DMSO",96,0,17440
"887","D007T01","Irinotecan mit 5-FU",96,0.2,9060
"888","D007T01","Afatinib",96,1,10290
"889","D007T01","Methotrexate",96,0.04,17310
"890","D007T01","5-FU",96,0.04,12450
"891","D007T01","Sonidegib",96,0.0016,13700
"892","D007T01","Bleomycin",96,0.008,12440
"893","D007T01","DMSO",96,0,16020
"894","D007T01","17AAG",96,1,11180
"895","D007T01","Doxorubicin",96,0.2,21640
"896","D007T01","Gemcitabine",96,0.008,15490
"897","D007T01","Axitinib",96,0.008,13340
"898","D007T01","PRI-724",96,0.0016,14000
"899","D007T01","Fludarabine",96,0.2,13960
"900","D007T01","DMSO",96,0,17900
"901","D007T01","AZD 4547",96,0.008,17220
"902","D007T01","Staurosporine_500nM",96,0,10400
"903","D007T01","GSK2636771",96,0.008,14360
"904","D007T01","AZD 5363",96,0.008,17720
"905","D007T01","MK-8776",96,0.0016,14650
"906","D007T01","Olaparib",96,0.0016,14340
"907","D007T01","Volasertib",96,1,13360
"908","D007T01","Staurosporine_500nM",96,0,11640
"909","D007T01","Afatinib",96,0.04,12360
"910","D007T01","5-FU",96,0.2,12650
"911","D007T01","Olaparib",96,0.008,13290
"912","D007T01","Vinblastin",96,0.0016,16180
"913","D007T01","Staurosporine_500nM",96,0,14620
"914","D007T01","LGK974",96,0.2,15880
"915","D007T01","Idelalisib",96,0.008,13960
"916","D007T01","Bortezomib",96,1,290
"917","D007T01","Alpelisib",96,0.0016,16500
"918","D007T01","Dasatinib",96,0.0016,14070
"919","D007T01","Etoposid",96,1,11030
"920","D007T01","DMSO",96,0,14480
"921","D007T01","Staurosporine_500nM",96,0,13090
"922","D007T01","AZD 4547",96,0.0016,13310
"923","D007T01","Sonidegib",96,0.04,15200
"924","D007T01","Irinotecan mit 5-FU + Gefitinib",96,0.0016,12500
"925","D007T01","Everolimus",96,0.008,14890
"926","D007T01","Vorinostat",96,0.04,18970
"927","D007T01","Miglitol",96,0.0016,15950
"928","D007T01","Axitinib",96,1,14980
"929","D007T01","MK-1775",96,1,11060
"930","D007T01","Venetoclax",96,0.0016,12450
"931","D007T01","Miglitol",96,0.008,12810
"932","D007T01","Venetoclax",96,0.008,14820
"933","D007T01","Volasertib",96,0.0016,12840
"934","D007T01","DMSO",96,0,14870
"935","D007T01","Irinotecan mit 5-FU",96,0.008,15110
"936","D007T01","Docetaxel",96,0.008,14470
"937","D007T01","Cabozantinib",96,0.008,17570
"938","D007T01","Sunitinib",96,0.2,13030
"939","D007T01","Bleomycin",96,0.2,14040
"940","D007T01","Irinotecan / SN-38",96,0.008,9440
"941","D007T01","Vorinostat",96,0.2,9910
"942","D007T01","Napabucasin",96,0.008,21140
"943","D007T01","Dabrafenib mit Trametinib",96,0.008,21200
"944","D007T01","AZD 5363",96,0.04,15330
"945","D007T01","Birinapant",96,0.008,12120
"946","D007T01","Irinotecan / SN-38",96,1,9140
"947","D007T01","Idelalisib",96,0.0016,15670
"948","D007T01","Palbociclib",96,0.008,14260
"949","D007T01","Paclitaxel",96,1,15610
"950","D007T01","DMSO",96,0,16040
"951","D007T01","LGK974",96,0.008,16120
"952","D007T01","DMSO",96,0,17130
"953","D007T01","Birinapant",96,1,14020
"954","D007T01","Trifluoridin/Tipiracil",96,0.2,20250
"955","D007T01","Gefitinib",96,1,11830
"956","D007T01","GSK2636771",96,0.2,13190
"957","D007T01","Taselisib",96,0.008,16900
"958","D007T01","Cabozantinib",96,0.0016,13770
"959","D007T01","Sorafenib",96,0.0016,15320
"960","D007T01","Birinapant",96,0.2,13220
"961","D007T01","Paclitaxel",96,0.2,13720
"962","D007T01","AZD 5363",96,1,17450
"963","D007T01","Trifluoridin/Tipiracil",96,1,12670
"964","D007T01","Sorafenib",96,0.04,14810
"965","D007T01","Irinotecan mit 5-FU",96,0.0016,16930
"966","D007T01","AZD 5363",96,0.0016,15970
"967","D007T01","Sunitinib",96,0.04,13880
"968","D007T01","Irinotecan mit 5-FU",96,1,5600
"969","D007T01","Defactinib",96,0.2,13850
"970","D007T01","Fludarabine",96,0.0016,14650
"971","D007T01","YM155",96,0.008,14270
"972","D007T01","Venetoclax",96,0.04,13460
"973","D007T01","Gefitinib",96,0.2,10730
"974","D007T01","Bexaroten",96,0.008,12600
"975","D007T01","Staurosporine_500nM",96,0,11960
"976","D007T01","Taselisib",96,0.2,20010
"977","D007T01","Venetoclax",96,0.2,12900
"978","D007T01","Dacarbazine",96,0.0016,16130
"979","D007T01","Docetaxel",96,0.0016,14690
"980","D007T01","MK-1775",96,0.008,14880
"981","D007T01","Oxaliplatin mit 5-FU",96,1,10280
"982","D007T01","Gemcitabine",96,0.2,16310
"983","D007T01","Phenformin",96,1,1620
"984","D007T01","Dabrafenib",96,1,7700
"985","D007T01","Axitinib",96,0.2,18130
"986","D007T01","Phenformin",96,0.0016,13710
"987","D007T01","Irinotecan mit 5-FU + Gefitinib",96,1,5480
"988","D007T01","Ponatinib",96,0.008,15670
"989","D007T01","Gemcitabine",96,0.0016,13260
"990","D007T01","Staurosporine_500nM",96,0,11930
"991","D007T01","Axitinib",96,0.04,17060
"992","D007T01","Trametinib",96,0.0016,14280
"993","D007T01","Trifluoridin/Tipiracil",96,0.0016,19160
"994","D007T01","Crizotinib",96,0.2,16360
"995","D007T01","VX-702",96,0.04,14550
"996","D007T01","Binimetinib",96,0.008,14120
"997","D007T01","DMSO",96,0,14960
"998","D007T01","Pazopanib",96,0.04,13680
"999","D007T01","Defactinib",96,0.0016,19910
"1000","D007T01","DMSO",96,0,14340
"1001","D007T01","Mitomycin C",96,0.008,14070
"1002","D007T01","GSK2636771",96,0.0016,14490
"1003","D007T01","Ponatinib",96,0.0016,16300
"1004","D007T01","Irinotecan mit 5-FU + Gefitinib",96,0.2,8530
"1005","D007T01","Oxaliplatin",96,0.04,17300
"1006","D007T01","Taselisib",96,0.0016,16590
"1007","D007T01","5-FU",96,1,10490
"1008","D007T01","Mitomycin C",96,0.0016,14820
"1009","D007T01","Gefitinib",96,0.008,12590
"1010","D007T01","Dabrafenib mit Trametinib",96,0.0016,18700
"1011","D007T01","VX-702",96,0.0016,22900
"1012","D007T01","Alpelisib",96,1,18630
"1013","D007T01","Birinapant",96,0.04,14210
"1014","D007T01","DMSO",96,0,15990
"1015","D007T01","Oxaliplatin mit 5-FU + Gefitinib",96,0.0016,11960
"1016","D007T01","Dasatinib",96,0.04,13510
"1017","D007T01","Dabrafenib",96,0.0016,17750
"1018","D007T01","Lapatinib",96,0.2,13520
"1019","D007T01","Regorafenib",96,0.2,15390
"1020","D007T01","Miglitol",96,0.04,13030
"1021","D007T01","Oxaliplatin",96,0.2,16250
"1022","D007T01","Napabucasin",96,1,14980
"1023","D007T01","Olaparib",96,1,6690
"1024","D007T01","Ruxolitinib",96,0.2,16840
"1025","D007T01","YM155",96,0.04,16800
"1026","D007T01","YM155",96,0.0016,14980
"1027","D007T01","Crizotinib",96,0.008,14870
"1028","D007T01","Idelalisib",96,1,13580
"1029","D007T01","Doxorubicin",96,0.008,14180
"1030","D007T01","Staurosporine_500nM",96,0,14000
"1031","D007T01","DMSO",96,0,14870
"1032","D007T01","Oxaliplatin mit 5-FU + Gefitinib",96,0.008,15200
"1033","D007T01","DMSO",96,0,13380
"1034","D007T01","Bortezomib",96,0.0016,20160
"1035","D007T01","Nutlin3a",96,0.0016,15280
"1036","D007T01","Vinblastin",96,1,13970
"1037","D007T01","DMSO",96,0,13590
"1038","D007T01","Dabrafenib",96,0.008,16950
"1039","D007T01","YM155",96,1,10650
"1040","D007T01","Pazopanib",96,0.008,13960
"1041","D007T01","DMSO",96,0,16090
"1042","D007T01","Sonidegib",96,0.2,14700
"1043","D007T01","Olaparib",96,0.2,12530
"1044","D007T01","Alisertib",96,0.04,14660
"1045","D007T01","Vorinostat",96,0.0016,14550
"1046","D007T01","Mitomycin C",96,0.04,15560
"1047","D007T01","Dabrafenib",96,0.04,16360
"1048","D007T01","Miglitol",96,0.2,14700
"1049","D007T01","Paclitaxel",96,0.0016,13300
"1050","D007T01","Alisertib",96,0.0016,15870
"1051","D007T01","Pazopanib",96,1,13920
"1052","D007T01","Regorafenib",96,0.0016,14000
"1053","D007T01","Alisertib",96,0.008,17700
"1054","D007T01","Bortezomib",96,0.04,910
"1055","D007T01","Bleomycin",96,1,14270
"1056","D007T01","Trametinib",96,0.04,17640
"1057","D007T01","LGK974",96,1,11340
"1058","D007T01","VX-702",96,0.008,17470
"1059","D007T01","Everolimus",96,0.2,16280
"1060","D007T01","Irinotecan mit 5-FU + Gefitinib",96,0.04,12110
"1061","D007T01","Vinblastin",96,0.2,17090
"1062","D007T01","Alisertib",96,0.2,14660
"1063","D007T01","Regorafenib",96,0.008,13690
"1064","D007T01","DMSO",96,0,15830
"1065","D007T01","Docetaxel",96,0.2,15250
"1066","D007T01","Axitinib",96,0.0016,14570
"1067","D007T01","Panobinostat",96,0.008,20180
"1068","D007T01","Dasatinib",96,1,11050
"1069","D007T01","Panobinostat",96,0.04,12930
"1070","D007T01","Oxaliplatin",96,0.008,16620
